tweet_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorites,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
885311592912609280,2017-07-13 01:35:06,http://twitter.com/download/iphone,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,830583320585068544,4196983835.0,2017-02-12 01:04:29,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,0,0,0,0,0,16946,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True
877611172832227328,2017-06-21 19:36:23,http://twitter.com/download/iphone,@dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,876850772322988032,512804507.0,2017-06-19 17:14:49,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,,0,0,1,0,0,73,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True
867072653475098625,2017-05-23 17:40:04,http://twitter.com/download/iphone,these @dog_rates hats are 13/10 bean approved https://t.co/nRCdq4g9gG,865013420445368320,7.874617784352891e+17,2017-05-18 01:17:25,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,,0,0,0,0,0,112,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,1,Blenheim_spaniel,0.352946,True,papillon,0.211766,True,Pekinese,0.112952,True
860924035999428608,2017-05-06 18:27:40,http://twitter.com/download/iphone,h*ckin adorable promposal. 13/10 @dog_rates https://t.co/6n8hzNihJ9,860914485250469888,363890752.0,2017-05-06 17:49:42,"https://twitter.com/tallylott/status/860914485250469888/photo/1,https://twitter.com/tallylott/status/860914485250469888/photo/1,https://twitter.com/tallylott/status/860914485250469888/photo/1,https://twitter.com/tallylott/status/860914485250469888/photo/1",13,10,,0,0,0,0,0,761,https://pbs.twimg.com/media/C_KVJjDXsAEUCWn.jpg,2,envelope,0.933016,False,oscilloscope,0.0125914,False,paper_towel,0.0111785,False
851861385021730816,2017-04-11 18:15:55,http://twitter.com/download/iphone,Thanks @dog_rates completed my laptop. 10/10 would buy again https://t.co/bO0rThDlXI,848289382176100352,341021133.0,2017-04-01 21:42:03,"https://twitter.com/eddie_coe98/status/848289382176100353/photo/1,https://twitter.com/eddie_coe98/status/848289382176100353/photo/1",10,10,,0,0,0,0,0,19,https://pbs.twimg.com/media/C8W6sY_W0AEmttW.jpg,1,pencil_box,0.662183,False,purse,0.0665055,False,pillow,0.0447253,False
847971574464610304,2017-04-01 00:39:12,http://twitter.com/download/iphone,I love my new mug easy 13/10 @dog_rates https://t.co/0bYtoL7Wwt,847971000004354048,597064155.0,2017-04-01 00:36:55,"https://twitter.com/basic_vacek_/status/847971000004354048/photo/1,https://twitter.com/basic_vacek_/status/847971000004354048/photo/1",13,10,,0,0,0,0,0,426,https://pbs.twimg.com/media/C8SZH1EWAAAIRRF.jpg,1,coffee_mug,0.633652,False,cup,0.273392,False,toilet_tissue,0.0666558,False
841833993020538882,2017-03-15 02:10:39,http://twitter.com/download/iphone,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,817423860136083456,4196983835.0,2017-01-06 17:33:29,"https://twitter.com/dog_rates/status/817423860136083457/video/1,https://twitter.com/dog_rates/status/817423860136083457/video/1",13,10,Ken,0,0,0,0,0,15044,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,1,ice_bear,0.3362,False,Samoyed,0.201358,True,Eskimo_dog,0.186789,True
839290600511926273,2017-03-08 01:44:07,http://twitter.com/download/iphone,THE DRINK IS DR. PUPPER 10/10 good pun @matt___nelson @GoodDogsGame https://t.co/act3duiqbL,839289919298224128,41198418.0,2017-03-08 01:41:24,"https://twitter.com/alexmartindawg/status/839289919298224128/photo/1,https://twitter.com/alexmartindawg/status/839289919298224128/photo/1,https://twitter.com/alexmartindawg/status/839289919298224128/photo/1,https://twitter.com/alexmartindawg/status/839289919298224128/photo/1",10,10,,0,0,1,0,0,144,https://pbs.twimg.com/media/C6XBt9XXEAEEW9U.jpg,1,web_site,0.670892,False,monitor,0.101565,False,screen,0.0753061,False
838916489579200512,2017-03-07 00:57:32,http://twitter.com/download/iphone,I collected all the good dogs!! 15/10 @dog_rates #GoodDogs https://t.co/6UCGFczlOI,838905980628819968,811740824.0,2017-03-07 00:15:46,"https://twitter.com/KibaDva/status/838905980628819968/photo/1,https://twitter.com/KibaDva/status/838905980628819968/photo/1,https://twitter.com/KibaDva/status/838905980628819968/photo/1,https://twitter.com/KibaDva/status/838905980628819968/photo/1",15,10,,0,0,0,0,0,35,https://pbs.twimg.com/media/C6RkiQZUsAAM4R4.jpg,2,web_site,0.993651,False,monitor,0.0014059,False,envelope,0.00109309,False
832769181346996225,2017-02-18 01:50:19,http://twitter.com/download/iphone,12/10 h*cking excited about my new shirt! @dog_rates https://t.co/zFEfMTaHqU,832766382198566912,487197737.0,2017-02-18 01:39:12,"https://twitter.com/EmilieGambril/status/832766382198566913/photo/1,https://twitter.com/EmilieGambril/status/832766382198566913/photo/1,https://twitter.com/EmilieGambril/status/832766382198566913/photo/1,https://twitter.com/EmilieGambril/status/832766382198566913/photo/1",12,10,,0,0,0,0,0,39,https://pbs.twimg.com/media/C46UmzSVMAAqBug.jpg,1,jersey,0.895698,False,sweatshirt,0.0890854,False,poncho,0.00297522,False
